MC,NC,KC,GFLOPS
672,672,192,1142.03
672,672,208,920.461
672,672,224,1008.28
672,672,240,1032.07
672,672,256,884.679
672,672,272,891.936
672,672,288,908.879
672,672,304,1082.55
672,672,320,949.712
672,672,336,1030.5
672,672,352,1117.31
672,672,368,956.946
672,672,384,1092.63
672,672,400,962.887
672,672,416,963.503
672,672,432,1160.16
672,672,448,883.228
672,672,464,974.976
672,672,480,953.454
672,672,496,1072.69
672,672,512,1093.17
672,672,528,948.929
672,672,544,1046.76
672,672,560,1062.21
672,672,576,902.962
672,672,592,1049.57
672,672,608,970.904
672,672,624,917.725
672,672,640,827.691
672,672,656,1111.53
672,672,672,1101.4
672,672,688,821.043
672,672,704,1043.39
672,672,720,1049.69
672,672,736,899.488
672,672,752,1027.29
672,672,768,1054.22
672,672,784,946.05
672,672,800,1122.88
672,672,816,909.892
672,672,832,1092.16
672,672,848,911.275
672,672,864,1095.1
672,672,880,1064.88
672,672,896,1003.03
672,672,912,1134.98
672,672,928,1017.4
672,672,944,843.906
672,672,960,1030.15
672,672,976,940.425
672,672,992,909.088
672,672,1008,1049.33
704,704,16,694.476
704,704,32,876.812
704,704,48,794.467
704,704,64,972.001
704,704,80,939.808
704,704,96,916.666
704,704,112,998.32
704,704,128,928.554
704,704,144,919.672
704,704,160,848.865
704,704,176,933.889
704,704,192,957.607
704,704,208,900.508
704,704,224,1016.97
704,704,240,1044.37
704,704,256,889.306
704,704,272,1055.17
704,704,288,982.809
704,704,304,965.839
704,704,320,954.721
704,704,336,1064.33
704,704,352,935.548
704,704,368,841.79
704,704,384,993.152
704,704,400,939.358
704,704,416,860.987
704,704,432,1055.89
704,704,448,932.706
704,704,464,824.174
704,704,480,1015.62
704,704,496,986.209
704,704,512,1000.65
704,704,528,873.038
704,704,544,1026.59
704,704,560,975.002
704,704,576,952.623
704,704,592,1048.15
704,704,608,1178.5
704,704,624,890.035
704,704,640,967.252
704,704,656,912.533
704,704,672,1018.18
704,704,688,953.488
704,704,704,998.403
704,704,720,970.367
704,704,736,882.216
704,704,752,1026.14
704,704,768,1032.99
704,704,784,886.994
704,704,800,995.418
704,704,816,917.703
704,704,832,945.264
704,704,848,920.269
704,704,864,1120.19
704,704,880,978.702
704,704,896,956.322
704,704,912,1070.14
704,704,928,979.953
704,704,944,905.679
704,704,960,991.651
704,704,976,1108.65
704,704,992,924.651
704,704,1008,955.524
736,736,16,775.659
736,736,32,824.393
736,736,48,780.88
736,736,64,868.327
736,736,80,896.127
736,736,96,878.702
736,736,112,819.105
736,736,128,951.58
736,736,144,771.028
736,736,160,818.022
736,736,176,975.235
736,736,192,889.623
736,736,208,945.242
736,736,224,984.46
736,736,240,998.785
736,736,256,951.625
736,736,272,845.046
736,736,288,963.566
736,736,304,985.437
736,736,320,791.785
736,736,336,1021.51
736,736,352,929.63
736,736,368,937.453
736,736,384,879.278
736,736,400,976.762
736,736,416,954.756
736,736,432,928.657
736,736,448,955.122
736,736,464,857.708
736,736,480,895.33
736,736,496,974.916
736,736,512,952.84
736,736,528,879.2
736,736,544,866.434
736,736,560,993.028
736,736,576,989.399
736,736,592,866.873
736,736,608,1112.93
736,736,624,969.74
736,736,640,929.113
736,736,656,927.002
736,736,672,908.836
736,736,688,829.732
736,736,704,979.489
736,736,720,948.51
736,736,736,1007.24
736,736,752,944.853
736,736,768,1032.16
736,736,784,940.955
736,736,800,934.275
736,736,816,948.099
736,736,832,962.437
736,736,848,768.005
736,736,864,1031.51
736,736,880,782.607
736,736,896,877.402
736,736,912,875.677
736,736,928,1006.61
736,736,944,979.608
736,736,960,1059.75
736,736,976,913.272
736,736,992,982.098
736,736,1008,948.968
768,768,16,755.475
768,768,32,793.123
768,768,48,826.462
768,768,64,798.795
768,768,80,954.336
768,768,96,925.065
768,768,112,931.698
768,768,128,942.443
768,768,144,727.509
768,768,160,902.149
768,768,176,856.052
768,768,192,896.71
768,768,208,917.53
768,768,224,905.105
768,768,240,938.431
768,768,256,926.058
768,768,272,780.387
768,768,288,973.572
768,768,304,887.82
768,768,320,954.342
768,768,336,830.275
768,768,352,906.633
768,768,368,936.087
768,768,384,953.763
768,768,400,896.079
768,768,416,1004.62
768,768,432,785.571
768,768,448,934.066
768,768,464,940.694
768,768,480,838.308
768,768,496,887.426
768,768,512,919.786
768,768,528,966.788
768,768,544,831.902
768,768,560,943.422
768,768,576,961.995
768,768,592,839.937
768,768,608,917.983
768,768,624,896.752
768,768,640,871.623
768,768,656,842.047
768,768,672,999.789
768,768,688,969.266
768,768,704,808.324
768,768,720,932.742
768,768,736,747.894
768,768,752,888.884
768,768,768,929.674
768,768,784,852.846
768,768,800,956.576
768,768,816,791.525
768,768,832,993.146
768,768,848,951.59
768,768,864,826.599
768,768,880,883.334
768,768,896,888.344
768,768,912,913.932
768,768,928,817.268
768,768,944,976.794
768,768,960,934.49
768,768,976,841.87
768,768,992,960.431
768,768,1008,929.003
800,800,16,710.583
800,800,32,773.313
800,800,48,792.938
800,800,64,840.662
800,800,80,782.422
800,800,96,867.362
800,800,112,894.647
800,800,128,819.174
800,800,144,1013.5
800,800,160,758.223
800,800,176,830.702
800,800,192,812.263
800,800,208,924.589
800,800,224,894.659
800,800,240,813.784
800,800,256,911.206
800,800,272,773.358
800,800,288,796.565
800,800,304,802.24
800,800,320,906.773
800,800,336,876.584
800,800,352,783.041
800,800,368,846.059
800,800,384,865.371
800,800,400,802.289
800,800,416,932.52
800,800,432,840.874
800,800,448,814.711
800,800,464,861.673
800,800,480,835.111
800,800,496,854.326
800,800,512,798.786
800,800,528,911.823
800,800,544,867.551
800,800,560,866.416
800,800,576,842.996
800,800,592,932.013
800,800,608,905.916
800,800,624,792.106
800,800,640,1002.95
800,800,656,911.611
800,800,672,809.933
800,800,688,882.959
800,800,704,885.907
800,800,720,932.135
800,800,736,790.947
800,800,752,940.893
800,800,768,928.364
800,800,784,825.68
800,800,800,936.956
800,800,816,820.384
800,800,832,791.075
800,800,848,939.65
800,800,864,902.585
800,800,880,873.23
800,800,896,824.592
800,800,912,928.433
800,800,928,811.891
800,800,944,829.063
800,800,960,894.768
800,800,976,796.781
800,800,992,875.918
800,800,1008,825.653
832,832,16,678.71
832,832,32,748.808
832,832,48,749.624
832,832,64,817.789
832,832,80,791.533
832,832,96,855.51
832,832,112,830.012
832,832,128,858.41
832,832,144,753.647
832,832,160,806.801
832,832,176,859.639
832,832,192,680.642
832,832,208,805.799
832,832,224,721.013
832,832,240,893.453
832,832,256,872.032
832,832,272,738.107
832,832,288,929.301
832,832,304,767.103
832,832,320,795.776
832,832,336,776.146
832,832,352,877.662
832,832,368,850.02
832,832,384,815.032
832,832,400,854.126
832,832,416,700.83
832,832,432,868.926
832,832,448,832.019
832,832,464,978.618
832,832,480,865.12
832,832,496,792.006
832,832,512,932.36
832,832,528,904.972
832,832,544,786.879
832,832,560,893.98
832,832,576,868.866
832,832,592,883.205
832,832,608,897.225
832,832,624,869.385
832,832,640,927.332
832,832,656,794.991
832,832,672,813.943
832,832,688,784.467
832,832,704,742.092
832,832,720,951.804
832,832,736,809.492
832,832,752,828.422
832,832,768,770.749
832,832,784,885.944
832,832,800,870.69
832,832,816,775.946
832,832,832,856.554
832,832,848,870.155
832,832,864,897.493
832,832,880,850.046
832,832,896,929.926
832,832,912,803.377
832,832,928,810.084
832,832,944,897.333
832,832,960,772.927
832,832,976,800.457
832,832,992,742.143
832,832,1008,855.244
864,864,16,643.165
864,864,32,643.218
864,864,48,909.627
864,864,64,760.965
864,864,80,716.772
864,864,96,784.327
864,864,112,827.825
864,864,128,858.102
864,864,144,770.652
864,864,160,847.515
864,864,176,824.364
864,864,192,785.497
864,864,208,929.632
864,864,224,756.817
864,864,240,770.732
864,864,256,757.075
864,864,272,850.863
864,864,288,794.031
864,864,304,815.294
864,864,320,825.451
864,864,336,785.24
864,864,352,749.266
864,864,368,782.966
864,864,384,783.654
864,864,400,817.117
864,864,416,780.753
864,864,432,947.299
864,864,448,874.675
864,864,464,846.399
864,864,480,754.235
864,864,496,879.158
864,864,512,832.398
864,864,528,829.422
864,864,544,816.757
864,864,560,807.309
864,864,576,745.475
864,864,592,779.491
864,864,608,892.665
864,864,624,804.057
864,864,640,710.116
864,864,656,802.814
864,864,672,724.976
864,864,688,890.176
864,864,704,781.783
864,864,720,835.829
864,864,736,827.298
864,864,752,786.084
864,864,768,940.527
864,864,784,793.283
864,864,800,836.112
864,864,816,838.095
864,864,832,861.116
864,864,848,816.583
864,864,864,772.23
864,864,880,838.828
864,864,896,872.51
864,864,912,748.666
864,864,928,859.392
864,864,944,712.031
864,864,960,772.624
864,864,976,826.088
864,864,992,779.842
864,864,1008,805.836
896,896,16,610.494
896,896,32,714.435
896,896,48,726.106
896,896,64,828.412
896,896,80,680.09
896,896,96,862.822
896,896,112,751.256
896,896,128,791.427
896,896,144,666.435
896,896,160,767.933
896,896,176,832.682
896,896,192,680.973
896,896,208,772.358
896,896,224,782.472
896,896,240,738.29
896,896,256,854.322
896,896,272,704.104
896,896,288,761.982
896,896,304,724.218
896,896,320,791.057
896,896,336,775.132
896,896,352,742.584
896,896,368,760.927
896,896,384,689.244
896,896,400,755.689
896,896,416,810.9
896,896,432,896.2
896,896,448,767.99
896,896,464,725.872
896,896,480,749.979
896,896,496,741.898
896,896,512,786.246
896,896,528,717.819
896,896,544,798.065
896,896,560,781.556
896,896,576,727.5
896,896,592,930.987
896,896,608,765.012
896,896,624,825.553
896,896,640,724.473
896,896,656,836.79
896,896,672,767.755
896,896,688,802.602
896,896,704,816.203
896,896,720,789.38
896,896,736,907.724
896,896,752,805.109
896,896,768,767.413
896,896,784,811.934
896,896,800,815.206
896,896,816,737.507
896,896,832,806.288
896,896,848,706.8
896,896,864,746.151
896,896,880,906.947
896,896,896,754.404
896,896,912,806.584
896,896,928,806.268
896,896,944,722.811
896,896,960,804.233
896,896,976,691.394
896,896,992,755.242
896,896,1008,711.916
928,928,16,578.368
928,928,32,683.488
928,928,48,735.597
928,928,64,684.007
928,928,80,722.16
928,928,96,669.205
928,928,112,736.69
928,928,128,727.533
928,928,144,738.973
928,928,160,756.043
928,928,176,708.367
928,928,192,804.228
928,928,208,785.115
928,928,224,785.981
928,928,240,685.222
928,928,256,843.954
928,928,272,725.898
928,928,288,826.541
928,928,304,806.145
928,928,320,639.987
928,928,336,840.678
928,928,352,727.984
928,928,368,702.462
928,928,384,785.251
928,928,400,649.51
928,928,416,741.01
928,928,432,633.169
928,928,448,809.675
928,928,464,713.336
928,928,480,723.284
928,928,496,787.725
928,928,512,760.714
928,928,528,832.996
928,928,544,657.058
928,928,560,768.149
928,928,576,766.755
928,928,592,715.673
928,928,608,755.425
928,928,624,772.593
928,928,640,826.9
928,928,656,695.192
928,928,672,753.657
928,928,688,746.877
928,928,704,794.561
928,928,720,855.97
928,928,736,809.699
928,928,752,783.944
928,928,768,719.947
928,928,784,792.79
928,928,800,756.109
928,928,816,752.744
928,928,832,676.037
928,928,848,805.698
928,928,864,857.899
928,928,880,731.833
928,928,896,767.685
928,928,912,762.723
928,928,928,786.548
928,928,944,722.24
928,928,960,795.189
928,928,976,763.453
928,928,992,822.757
928,928,1008,746.494
960,960,16,542.015
960,960,32,637.801
960,960,48,882.868
960,960,64,715.968
960,960,80,710.551
960,960,96,688.26
960,960,112,760.721
960,960,128,672.628
960,960,144,675.338
960,960,160,779.395
960,960,176,832.388
960,960,192,871.252
960,960,208,720.263
960,960,224,722.342
960,960,240,669.792
960,960,256,711.927
960,960,272,625.913
960,960,288,796.743
960,960,304,794.717
960,960,320,610.046
960,960,336,763.468
960,960,352,757.263
960,960,368,773.625
960,960,384,728.703
960,960,400,850.827
960,960,416,635.101
960,960,432,712.803
960,960,448,638.951
960,960,464,715.287
960,960,480,697.716
960,960,496,661.504
960,960,512,761.609
960,960,528,768.46
960,960,544,649.564
960,960,560,778.564
960,960,576,782.695
960,960,592,701.4
960,960,608,708.251
960,960,624,778.743
960,960,640,674.954
960,960,656,918.074
960,960,672,737.901
960,960,688,694.577
960,960,704,806.16
960,960,720,652.612
960,960,736,770.843
960,960,752,848.224
960,960,768,723.754
960,960,784,694.808
960,960,800,784.479
960,960,816,775.536
960,960,832,732.918
960,960,848,704.51
960,960,864,810.369
960,960,880,776.45
960,960,896,708.184
960,960,912,763.476
960,960,928,703.616
960,960,944,808.878
960,960,960,785.853
960,960,976,719.082
960,960,992,663.396
960,960,1008,686.638
992,992,16,588.957
992,992,32,607.467
992,992,48,667.981
992,992,64,587.258
992,992,80,750.56
992,992,96,736.765
992,992,112,679.329
992,992,128,631.277
992,992,144,656.786
992,992,160,728.213
992,992,176,591.795
992,992,192,707.402
992,992,208,609.877
992,992,224,767.846
992,992,240,661.882
992,992,256,668.941
992,992,272,714.463
992,992,288,657.956
992,992,304,741.695
992,992,320,691.614
992,992,336,655.566
992,992,352,610.383
992,992,368,738.5
992,992,384,699.82
992,992,400,649.254
992,992,416,629.627
992,992,432,743.779
992,992,448,671.787
992,992,464,716.615
992,992,480,633.445
992,992,496,658.862
992,992,512,757.128
992,992,528,689.226
992,992,544,753.515
992,992,560,688.083
992,992,576,751.539
992,992,592,614.91
992,992,608,748.54
992,992,624,680.263
992,992,640,699.748
992,992,656,748.311
992,992,672,611.494
992,992,688,773.526
992,992,704,656.302
992,992,720,737.7
992,992,736,626.477
992,992,752,687.989
992,992,768,727.216
992,992,784,767.058
992,992,800,644.77
992,992,816,705.112
992,992,832,625.639
992,992,848,671.289
992,992,864,914.72
992,992,880,668.612
992,992,896,755.314
992,992,912,637.446
992,992,928,757.002
992,992,944,642.14
992,992,960,756.245
992,992,976,661.332
992,992,992,704.86
992,992,1008,771.678
